time,use [kW],gen [kW],House overall [kW],Dishwasher [kW],Furnace 1 [kW],Furnace 2 [kW],Home office [kW],Fridge [kW],Wine cellar [kW],Garage door [kW],Kitchen 12 [kW],Kitchen 14 [kW],Kitchen 38 [kW],Barn [kW],Well [kW],Microwave [kW],Living room [kW],Solar [kW],temperature,icon,humidity,visibility,summary,apparentTemperature,pressure,windSpeed,cloudCover,windBearing,precipIntensity,dewPoint,precipProbability
1451626136,0.4617,0.0034,0.4617,0.000266667,0.020533333,0.063833333,0.051916667,0.12125,0.007116667,0.01315,0.000416667,5E-05,0,0.03445,0.001,0.004233333,0.001616667,0.0034,29.1,partly-cloudy-night,0.64,10,Partly Cloudy,21.64,1014.41,7.51,0.27,249,0,18.57,0
1451626137,0.460433333,0.0034,0.460433333,0.000266667,0.020466667,0.06335,0.052083333,0.1209,0.007033333,0.013083333,0.000433333,5E-05,1.67E-05,0.034433333,0.001,0.004233333,0.001616667,0.0034,29.1,partly-cloudy-night,0.64,10,Partly Cloudy,21.64,1014.41,7.51,0.27,249,0,18.57,0
1451626138,0.594783333,0.003366667,0.594783333,0.0003,0.020666667,0.1753,0.05125,0.1212,0.00705,0.013183333,0.000416667,0.000116667,0,0.034333333,0.001,0.004216667,0.00165,0.003366667,29.1,partly-cloudy-night,0.64,10,Partly Cloudy,21.64,1014.41,7.51,0.27,249,0,18.57,0
1451626139,0.90385,0.003383333,0.90385,0.000316667,0.096066667,0.373583333,0.0508,0.12075,0.007083333,0.013183333,0.0004,0.000166667,1.67E-05,0.034216667,0.001,0.004216667,0.001583333,0.003383333,29.1,partly-cloudy-night,0.64,10,Partly Cloudy,21.64,1014.41,7.51,0.27,249,0,18.57,0
1451626140,1.140616667,0.0034,1.140616667,0.0004,0.062483333,0.66635,0.05055,0.05765,0.0073,0.013516667,0.0005,0.000333333,0,0.034166667,0.001,0.004216667,0.001633333,0.0034,28.92,partly-cloudy-night,0.64,9.91,Partly Cloudy,22.18,1014.83,6.47,0.28,254,0,18.17,0
1451626141,1.1239,0.003366667,1.1239,0.000383333,0.1151,0.662933333,0.0506,0.00535,0.00755,0.013433333,0.000616667,0.00025,1.67E-05,0.034133333,0.001,0.004216667,0.001566667,0.003366667,28.92,partly-cloudy-night,0.64,9.91,Partly Cloudy,22.18,1014.83,6.47,0.28,254,0,18.17,0
1451626142,1.121716667,0.0034,1.121716667,0.000383333,0.114683333,0.661316667,0.0509,0.005333333,0.007283333,0.013416667,0.000633333,0.00025,1.67E-05,0.034166667,0.001,0.0042,0.0016,0.0034,28.92,partly-cloudy-night,0.64,9.91,Partly Cloudy,22.18,1014.83,6.47,0.28,254,0,18.17,0
1451626143,1.106733333,0.003383333,1.106733333,0.000366667,0.1197,0.644733333,0.0508,0.005733333,0.007233333,0.013383333,0.00065,0.000233333,0,0.034116667,0.001,0.004216667,0.001633333,0.003383333,28.92,partly-cloudy-night,0.64,9.91,Partly Cloudy,22.18,1014.83,6.47,0.28,254,0,18.17,0
1451626144,1.333616667,0.0034,1.333616667,0.000216667,0.44415,0.56925,0.050883333,0.005033333,0.006983333,0.01285,0.000683333,3.33E-05,1.67E-05,0.034,0.001,0.0042,0.00155,0.0034,28.92,partly-cloudy-night,0.64,9.91,Partly Cloudy,22.18,1014.83,6.47,0.28,254,0,18.17,0
1451626145,0.86615,0.003383333,0.86615,0.000233333,0.252333333,0.335483333,0.050883333,0.005066667,0.007,0.01295,0.0007,1.67E-05,1.67E-05,0.034183333,0.001033333,0.004216667,0.001766667,0.003383333,28.92,partly-cloudy-night,0.64,9.91,Partly Cloudy,22.18,1014.83,6.47,0.28,254,0,18.17,0
1451626146,0.314266667,0.003416667,0.314266667,0.000283333,0.020483333,0.063416667,0.051233333,0.005133333,0.0072,0.013066667,0.000716667,1.67E-05,1.67E-05,0.034283333,0.001,0.004233333,0.0016,0.003416667,28.92,partly-cloudy-night,0.64,9.91,Partly Cloudy,22.18,1014.83,6.47,0.28,254,0,18.17,0
1451626147,0.3123,0.003366667,0.3123,0.000266667,0.02045,0.0624,0.05095,0.005116667,0.007,0.013066667,0.000716667,1.67E-05,3.33E-05,0.034316667,0.001,0.004216667,0.001633333,0.003366667,28.92,partly-cloudy-night,0.64,9.91,Partly Cloudy,22.18,1014.83,6.47,0.28,254,0,18.17,0
1451626148,0.3123,0.0034,0.3123,0.000283333,0.02045,0.062083333,0.05105,0.0055,0.006916667,0.013066667,0.000733333,1.67E-05,1.67E-05,0.0343,0.001,0.004233333,0.001633333,0.0034,28.92,partly-cloudy-night,0.64,9.91,Partly Cloudy,22.18,1014.83,6.47,0.28,254,0,18.17,0
1451626149,0.312983333,0.003416667,0.312983333,0.000266667,0.020466667,0.06285,0.05115,0.005133333,0.00695,0.0131,0.000716667,0,0,0.03435,0.001,0.004233333,0.001616667,0.003416667,28.92,partly-cloudy-night,0.64,9.91,Partly Cloudy,22.18,1014.83,6.47,0.28,254,0,18.17,0
1451626150,0.315966667,0.0034,0.315966667,0.000283333,0.023433333,0.06285,0.051133333,0.005116667,0.00695,0.013116667,0.000733333,0,1.67E-05,0.034283333,0.001,0.004233333,0.001566667,0.0034,28.92,partly-cloudy-night,0.64,9.91,Partly Cloudy,22.18,1014.83,6.47,0.28,254,0,18.17,0
1451626151,0.416083333,0.0034,0.416083333,0.000233333,0.1236,0.063916667,0.050833333,0.00505,0.007,0.01295,0.000733333,6.67E-05,1.67E-05,0.034283333,0.001016667,0.004233333,0.001716667,0.0034,28.92,partly-cloudy-night,0.64,9.91,Partly Cloudy,22.18,1014.83,6.47,0.28,254,0,18.17,0
1451626152,0.64495,0.0034,0.64495,0.000116667,0.360283333,0.062833333,0.051233333,0.004866667,0.006833333,0.012633333,0.000783333,0.000233333,0,0.0342,0.001016667,0.004216667,0.001633333,0.0034,28.92,partly-cloudy-night,0.64,9.91,Partly Cloudy,22.18,1014.83,6.47,0.28,254,0,18.17,0
1451626153,0.777533333,0.0034,0.777533333,3.33E-05,0.496433333,0.062933333,0.051333333,0.00515,0.006733333,0.012466667,0.000766667,0.000333333,0,0.03415,0.001016667,0.004233333,0.001616667,0.0034,28.92,partly-cloudy-night,0.64,9.91,Partly Cloudy,22.18,1014.83,6.47,0.28,254,0,18.17,0
1451626154,0.934166667,0.003433333,0.934166667,6.67E-05,0.493833333,0.19325,0.051133333,0.004816667,0.006766667,0.012533333,0.000783333,0.00025,0,0.034116667,0.001016667,0.004216667,0.001566667,0.003433333,28.92,partly-cloudy-night,0.64,9.91,Partly Cloudy,22.18,1014.83,6.47,0.28,254,0,18.17,0
1451626155,1.251983333,0.0034,1.251983333,0.00015,0.489966667,0.461233333,0.050683333,0.004966667,0.006933333,0.012733333,0.000683333,0.000116667,0,0.034016667,0.001016667,0.004216667,0.00165,0.0034,28.92,partly-cloudy-night,0.64,9.91,Partly Cloudy,22.18,1014.83,6.47,0.28,254,0,18.17,0
1451626156,1.485566667,0.0034,1.485566667,0.000216667,0.48535,0.66035,0.0507,0.00505,0.007216667,0.012866667,0.0007,1.67E-05,1.67E-05,0.033933333,0.001,0.004216667,0.001516667,0.0034,28.92,partly-cloudy-night,0.64,9.91,Partly Cloudy,22.18,1014.83,6.47,0.28,254,0,18.17,0
1451626157,1.436833333,0.0034,1.436833333,0.000233333,0.43825,0.659,0.0505,0.0051,0.007083333,0.01295,0.000666667,0,0,0.03395,0.001,0.004216667,0.001516667,0.0034,28.92,partly-cloudy-night,0.64,9.91,Partly Cloudy,22.18,1014.83,6.47,0.28,254,0,18.17,0
1451626158,1.316633333,0.0034,1.316633333,0.0003,0.31665,0.657983333,0.050633333,0.005583333,0.007116667,0.013166667,0.000666667,6.67E-05,0,0.0341,0.001,0.004216667,0.001566667,0.0034,28.92,partly-cloudy-night,0.64,9.91,Partly Cloudy,22.18,1014.83,6.47,0.28,254,0,18.17,0
1451626159,0.93815,0.003383333,0.93815,0.0004,0.02175,0.586033333,0.050466667,0.0054,0.007266667,0.013516667,0.000633333,0.000266667,0,0.034266667,0.00105,0.004216667,0.0017,0.003383333,28.92,partly-cloudy-night,0.64,9.91,Partly Cloudy,22.18,1014.83,6.47,0.28,254,0,18.17,0
1451626160,0.833933333,0.003383333,0.833933333,0.000383333,0.021583333,0.498833333,0.050533333,0.005333333,0.0072,0.0135,0.000633333,0.000183333,0,0.034333333,0.001,0.004233333,0.001683333,0.003383333,28.92,partly-cloudy-night,0.64,9.91,Partly Cloudy,22.18,1014.83,6.47,0.28,254,0,18.17,0
1451626161,0.31685,0.0034,0.31685,0.000283333,0.02065,0.0653,0.050883333,0.005133333,0.0071,0.01315,0.000716667,0,1.67E-05,0.0344,0.001016667,0.00425,0.001633333,0.0034,28.92,partly-cloudy-night,0.64,9.91,Partly Cloudy,22.18,1014.83,6.47,0.28,254,0,18.17,0
1451626162,0.3135,0.0034,0.3135,0.000266667,0.0206,0.0627,0.0512,0.005133333,0.007016667,0.01315,0.000716667,1.67E-05,0,0.034383333,0.001,0.004233333,0.00165,0.0034,28.92,partly-cloudy-night,0.64,9.91,Partly Cloudy,22.18,1014.83,6.47,0.28,254,0,18.17,0
1451626163,0.31395,0.003383333,0.31395,0.000266667,0.020583333,0.0631,0.0508,0.005516667,0.00695,0.013133333,0.0007,0,1.67E-05,0.034416667,0.001,0.00425,0.0016,0.003383333,28.92,partly-cloudy-night,0.64,9.91,Partly Cloudy,22.18,1014.83,6.47,0.28,254,0,18.17,0
1451626164,0.393316667,0.003416667,0.393316667,0.00025,0.103083333,0.061816667,0.050866667,0.00505,0.0069,0.013016667,0.000766667,6.67E-05,0,0.034383333,0.001016667,0.004233333,0.001633333,0.003416667,28.92,partly-cloudy-night,0.64,9.91,Partly Cloudy,22.18,1014.83,6.47,0.28,254,0,18.17,0
1451626165,0.380233333,0.0034,0.380233333,0.000266667,0.086183333,0.0648,0.050883333,0.005083333,0.007016667,0.013033333,0.000716667,3.33E-05,0,0.034316667,0.001,0.00425,0.001583333,0.0034,28.92,partly-cloudy-night,0.64,9.91,Partly Cloudy,22.18,1014.83,6.47,0.28,254,0,18.17,0
1451626166,0.480266667,0.003366667,0.480266667,0.000233333,0.10065,0.064316667,0.051133333,0.005033333,0.007433333,0.012983333,0.0007,6.67E-05,0,0.131916667,0.001133333,0.0042,0.001533333,0.003366667,28.92,partly-cloudy-night,0.64,9.91,Partly Cloudy,22.18,1014.83,6.47,0.28,254,0,18.17,0
1451626167,0.803366667,0.0034,0.803366667,0.0001,0.427833333,0.105833333,0.051133333,0.0048,0.006833333,0.012566667,0.00075,0.000283333,0,0.079283333,0.001066667,0.0042,0.001666667,0.0034,28.92,partly-cloudy-night,0.64,9.91,Partly Cloudy,22.18,1014.83,6.47,0.28,254,0,18.17,0
1451626168,0.930616667,0.003433333,0.930616667,6.67E-05,0.494833333,0.188833333,0.051266667,0.0052,0.0068,0.012583333,0.000766667,0.000266667,1.67E-05,0.034116667,0.001016667,0.004233333,0.001583333,0.003433333,28.92,partly-cloudy-night,0.64,9.91,Partly Cloudy,22.18,1014.83,6.47,0.28,254,0,18.17,0
1451626169,1.392983333,0.0034,1.392983333,0.0002,0.45635,0.606733333,0.05065,0.005066667,0.007033333,0.012883333,0.0007,3.33E-05,1.67E-05,0.033966667,0.001,0.004183333,0.001633333,0.0034,28.92,partly-cloudy-night,0.64,9.91,Partly Cloudy,22.18,1014.83,6.47,0.28,254,0,18.17,0
1451626170,1.390633333,0.003416667,1.390633333,0.000266667,0.389833333,0.659566667,0.050483333,0.005133333,0.007283333,0.013033333,0.000683333,5E-05,3.33E-05,0.034016667,0.001,0.004216667,0.001616667,0.003416667,28.92,partly-cloudy-night,0.64,9.91,Partly Cloudy,22.18,1014.83,6.47,0.28,254,0,18.17,0
1451626171,1.031133333,0.0034,1.031133333,0.000416667,0.0224,0.66205,0.050366667,0.005416667,0.007733333,0.013583333,0.000633333,0.000316667,1.67E-05,0.034166667,0.001,0.004216667,0.0016,0.0034,28.92,partly-cloudy-night,0.64,9.91,Partly Cloudy,22.18,1014.83,6.47,0.28,254,0,18.17,0
1451626172,0.9721,0.003383333,0.9721,0.000433333,0.021733333,0.614466667,0.050416667,0.0054,0.007366667,0.013533333,0.000633333,0.000283333,0,0.034116667,0.001,0.004216667,0.0016,0.003383333,28.92,partly-cloudy-night,0.64,9.91,Partly Cloudy,22.18,1014.83,6.47,0.28,254,0,18.17,0
1451626173,0.92505,0.0034,0.92505,0.0004,0.0216,0.57555,0.050383333,0.005783333,0.007333333,0.013466667,0.000633333,0.00025,1.67E-05,0.0342,0.001,0.004216667,0.001616667,0.0034,28.92,partly-cloudy-night,0.64,9.91,Partly Cloudy,22.18,1014.83,6.47,0.28,254,0,18.17,0
1451626174,0.503566667,0.0034,0.503566667,0.000266667,0.096133333,0.160033333,0.051066667,0.0051,0.006966667,0.013033333,0.000716667,1.67E-05,0,0.034233333,0.001,0.004216667,0.001583333,0.0034,28.92,partly-cloudy-night,0.64,9.91,Partly Cloudy,22.18,1014.83,6.47,0.28,254,0,18.17,0
1451626175,0.354416667,0.0034,0.354416667,0.000266667,0.061466667,0.063583333,0.050983333,0.0051,0.006966667,0.013033333,0.000716667,3.33E-05,0,0.034283333,0.001016667,0.004233333,0.00165,0.0034,28.92,partly-cloudy-night,0.64,9.91,Partly Cloudy,22.18,1014.83,6.47,0.28,254,0,18.17,0
1451626176,0.407233333,0.003433333,0.407233333,0.000233333,0.1146,0.063916667,0.051033333,0.005033333,0.007,0.012966667,0.000733333,3.33E-05,1.67E-05,0.034266667,0.001,0.004233333,0.0017,0.003433333,28.92,partly-cloudy-night,0.64,9.91,Partly Cloudy,22.18,1014.83,6.47,0.28,254,0,18.17,0
1451626177,0.4066,0.0034,0.4066,0.00025,0.114316667,0.063366667,0.051133333,0.005066667,0.006983333,0.012983333,0.000733333,6.67E-05,1.67E-05,0.034333333,0.001016667,0.00425,0.001783333,0.0034,28.92,partly-cloudy-night,0.64,9.91,Partly Cloudy,22.18,1014.83,6.47,0.28,254,0,18.17,0
1451626178,0.42065,0.0034,0.42065,0.000233333,0.130566667,0.061866667,0.051,0.005433333,0.00685,0.012983333,0.000733333,6.67E-05,0,0.034266667,0.001,0.004233333,0.001666667,0.0034,28.92,partly-cloudy-night,0.64,9.91,Partly Cloudy,22.18,1014.83,6.47,0.28,254,0,18.17,0
1451626179,0.781283333,0.003416667,0.781283333,1.67E-05,0.50015,0.063166667,0.051383333,0.00475,0.006733333,0.012433333,0.000766667,0.000333333,1.67E-05,0.0341,0.001033333,0.0042,0.001516667,0.003416667,28.92,partly-cloudy-night,0.64,9.91,Partly Cloudy,22.18,1014.83,6.47,0.28,254,0,18.17,0
1451626180,0.784366667,0.0034,0.784366667,6.67E-05,0.45305,0.10335,0.051433333,0.004833333,0.006766667,0.012566667,0.0008,0.000283333,0,0.03415,0.001016667,0.004233333,0.001533333,0.0034,28.92,partly-cloudy-night,0.64,9.91,Partly Cloudy,22.18,1014.83,6.47,0.28,254,0,18.17,0
1451626181,0.831716667,0.003416667,0.831716667,0.0001,0.393133333,0.189766667,0.051383333,0.004916667,0.007166667,0.012683333,0.00075,0.000216667,0,0.034016667,0.001016667,0.004233333,0.00145,0.003416667,28.92,partly-cloudy-night,0.64,9.91,Partly Cloudy,22.18,1014.83,6.47,0.28,254,0,18.17,0
1451626182,0.961316667,0.003383333,0.961316667,0.000416667,0.02215,0.60285,0.050716667,0.005416667,0.00735,0.013566667,0.000633333,0.000266667,0,0.0342,0.001,0.004216667,0.001683333,0.003383333,28.92,partly-cloudy-night,0.64,9.91,Partly Cloudy,22.18,1014.83,6.47,0.28,254,0,18.17,0
1451626183,1.030633333,0.0034,1.030633333,0.000433333,0.021816667,0.66275,0.050166667,0.005416667,0.007316667,0.013566667,0.00065,0.000283333,0,0.034166667,0.001016667,0.004216667,0.0016,0.0034,28.92,partly-cloudy-night,0.64,9.91,Partly Cloudy,22.18,1014.83,6.47,0.28,254,0,18.17,0
1451626184,1.028333333,0.003383333,1.028333333,0.00045,0.021783333,0.66145,0.05025,0.005433333,0.00725,0.01355,0.000616667,0.0003,0,0.034083333,0.001,0.0042,0.001466667,0.003383333,28.92,partly-cloudy-night,0.64,9.91,Partly Cloudy,22.18,1014.83,6.47,0.28,254,0,18.17,0
1451626185,0.972883333,0.003383333,0.972883333,0.000433333,0.021716667,0.615483333,0.050266667,0.005383333,0.007283333,0.013533333,0.000633333,0.000266667,0,0.034183333,0.001,0.004216667,0.001533333,0.003383333,28.92,partly-cloudy-night,0.64,9.91,Partly Cloudy,22.18,1014.83,6.47,0.28,254,0,18.17,0
1451626186,0.989666667,0.0034,0.989666667,0.000366667,0.0871,0.5761,0.050216667,0.005333333,0.007266667,0.013433333,0.000616667,0.000233333,0,0.034233333,0.001,0.004216667,0.001633333,0.0034,28.92,partly-cloudy-night,0.64,9.91,Partly Cloudy,22.18,1014.83,6.47,0.28,254,0,18.17,0
1451626187,0.470833333,0.0034,0.470833333,0.000283333,0.067983333,0.15555,0.051,0.005133333,0.007,0.013133333,0.000716667,0,0,0.034316667,0.001,0.00425,0.00165,0.0034,28.92,partly-cloudy-night,0.64,9.91,Partly Cloudy,22.18,1014.83,6.47,0.28,254,0,18.17,0
1451626188,0.4102,0.003416667,0.4102,0.00025,0.11925,0.062266667,0.051083333,0.00505,0.006866667,0.012983333,0.000733333,5E-05,1.67E-05,0.034316667,0.001016667,0.004233333,0.00165,0.003416667,28.92,partly-cloudy-night,0.64,9.91,Partly Cloudy,22.18,1014.83,6.47,0.28,254,0,18.17,0
1451626189,0.561033333,0.003416667,0.561033333,0.00015,0.273166667,0.06315,0.051083333,0.004933333,0.006816667,0.012816667,0.00075,0.000166667,0,0.034283333,0.001016667,0.00425,0.00155,0.003416667,28.92,partly-cloudy-night,0.64,9.91,Partly Cloudy,22.18,1014.83,6.47,0.28,254,0,18.17,0
1451626190,0.7778,0.0034,0.7778,5E-05,0.497016667,0.062583333,0.051266667,0.004766667,0.0067,0.012466667,0.000766667,0.000366667,0,0.034233333,0.001016667,0.004233333,0.001683333,0.0034,28.92,partly-cloudy-night,0.64,9.91,Partly Cloudy,22.18,1014.83,6.47,0.28,254,0,18.17,0
1451626191,0.77655,0.003416667,0.77655,1.67E-05,0.494716667,0.063466667,0.051633333,0.004766667,0.00675,0.012433333,0.0008,0.000316667,1.67E-05,0.034083333,0.001016667,0.004233333,0.00155,0.003416667,28.92,partly-cloudy-night,0.64,9.91,Partly Cloudy,22.18,1014.83,6.47,0.28,254,0,18.17,0
1451626192,0.773833333,0.0034,0.773833333,3.33E-05,0.49325,0.0627,0.051366667,0.00475,0.006716667,0.01245,0.000766667,0.000333333,0,0.0341,0.001016667,0.004216667,0.001583333,0.0034,28.92,partly-cloudy-night,0.64,9.91,Partly Cloudy,22.18,1014.83,6.47,0.28,254,0,18.17,0
1451626193,0.876333333,0.003433333,0.876333333,3.33E-05,0.492266667,0.10535,0.05115,0.004783333,0.006716667,0.012483333,0.000766667,0.00035,0,0.034,0.001033333,0.004116667,0.001583333,0.003433333,28.92,partly-cloudy-night,0.64,9.91,Partly Cloudy,22.18,1014.83,6.47,0.28,254,0,18.17,0
1451626194,0.9799,0.00345,0.9799,8.33E-05,0.457733333,0.187733333,0.051,0.004816667,0.006733333,0.012616667,0.000733333,0.000266667,0,0.0338,0.001016667,0.00405,0.001516667,0.00345,28.92,partly-cloudy-night,0.64,9.91,Partly Cloudy,22.18,1014.83,6.47,0.28,254,0,18.17,0
1451626195,1.4675,0.00345,1.4675,0.000216667,0.436183333,0.61045,0.050516667,0.00505,0.00705,0.012916667,0.00065,1.67E-05,0,0.03385,0.001033333,0.004066667,0.001666667,0.00345,28.92,partly-cloudy-night,0.64,9.91,Partly Cloudy,22.18,1014.83,6.47,0.28,254,0,18.17,0
1451626196,1.149566667,0.00345,1.149566667,0.000416667,0.0457,0.6637,0.050483333,0.0054,0.007366667,0.013566667,0.0006,0.00025,0,0.034,0.001066667,0.00405,0.00165,0.00345,28.92,partly-cloudy-night,0.64,9.91,Partly Cloudy,22.18,1014.83,6.47,0.28,254,0,18.17,0
1451626197,1.12075,0.003466667,1.12075,0.00045,0.021866667,0.661033333,0.05055,0.0054,0.007533333,0.0136,0.000616667,0.000266667,1.67E-05,0.034016667,0.00105,0.00405,0.00155,0.003466667,28.92,partly-cloudy-night,0.64,9.91,Partly Cloudy,22.18,1014.83,6.47,0.28,254,0,18.17,0
1451626198,1.057366667,0.0034,1.057366667,0.000466667,0.021716667,0.612466667,0.050483333,0.005366667,0.007283333,0.013516667,0.00065,0.000266667,1.67E-05,0.03385,0.001033333,0.004066667,0.001383333,0.0034,28.67,partly-cloudy-night,0.63,10,Partly Cloudy,21.7,1015.27,6.71,0.28,254,0,17.62,0
1451626199,1.044116667,0.003433333,1.044116667,0.000383333,0.057783333,0.574116667,0.050266667,0.005333333,0.007183333,0.013416667,0.000616667,0.0002,1.67E-05,0.03405,0.00105,0.004066667,0.00165,0.003433333,28.67,partly-cloudy-night,0.63,10,Partly Cloudy,21.7,1015.27,6.71,0.28,254,0,17.62,0
1451626200,0.587283333,0.003466667,0.587283333,0.000266667,0.098083333,0.158683333,0.050866667,0.005083333,0.006916667,0.01305,0.000683333,1.67E-05,1.67E-05,0.034066667,0.001016667,0.004083333,0.0016,0.003466667,28.67,partly-cloudy-night,0.63,10,Partly Cloudy,21.7,1015.27,6.71,0.28,254,0,17.62,0
1451626201,0.801133333,0.003416667,0.801133333,6.67E-05,0.43705,0.062766667,0.051283333,0.004783333,0.006716667,0.0125,0.000783333,0.000316667,0,0.033866667,0.001016667,0.004066667,0.001533333,0.003416667,28.67,partly-cloudy-night,0.63,10,Partly Cloudy,21.7,1015.27,6.71,0.28,254,0,17.62,0
1451626202,0.853383333,0.00345,0.853383333,3.33E-05,0.494366667,0.062333333,0.051633333,0.004733333,0.0068,0.0124,0.00075,0.000383333,1.67E-05,0.033933333,0.001016667,0.004066667,0.001633333,0.00345,28.67,partly-cloudy-night,0.63,10,Partly Cloudy,21.7,1015.27,6.71,0.28,254,0,17.62,0
1451626203,0.85335,0.00345,0.85335,5E-05,0.493366667,0.0637,0.051333333,0.00475,0.006716667,0.012433333,0.000733333,0.000366667,0,0.03395,0.001016667,0.004083333,0.001616667,0.00345,28.67,partly-cloudy-night,0.63,10,Partly Cloudy,21.7,1015.27,6.71,0.28,254,0,17.62,0
1451626204,0.84905,0.003416667,0.84905,3.33E-05,0.491683333,0.06345,0.051216667,0.004733333,0.006733333,0.012416667,0.000766667,0.000366667,0,0.033966667,0.001016667,0.004083333,0.00165,0.003416667,28.67,partly-cloudy-night,0.63,10,Partly Cloudy,21.7,1015.27,6.71,0.28,254,0,17.62,0
1451626205,0.811383333,0.003433333,0.811383333,5E-05,0.48955,0.064166667,0.0511,0.00475,0.00665,0.01245,0.000766667,0.00035,1.67E-05,0.034016667,0.001016667,0.004166667,0.001633333,0.003433333,28.67,partly-cloudy-night,0.63,10,Partly Cloudy,21.7,1015.27,6.71,0.28,254,0,17.62,0
1451626206,0.723833333,0.003416667,0.723833333,3.33E-05,0.441633333,0.062966667,0.051783333,0.004816667,0.006683333,0.012516667,0.000816667,0.000316667,0,0.034066667,0.001033333,0.004216667,0.001466667,0.003416667,28.67,partly-cloudy-night,0.63,10,Partly Cloudy,21.7,1015.27,6.71,0.28,254,0,17.62,0
1451626207,0.73815,0.0034,0.73815,0.00015,0.320666667,0.171633333,0.0514,0.00495,0.006933333,0.012816667,0.000766667,0.00015,1.67E-05,0.0341,0.001016667,0.004233333,0.001483333,0.0034,28.67,partly-cloudy-night,0.63,10,Partly Cloudy,21.7,1015.27,6.71,0.28,254,0,17.62,0
1451626208,0.681033333,0.003383333,0.681033333,0.00035,0.0212,0.36905,0.0505,0.005283333,0.00715,0.01335,0.000683333,0.000116667,0,0.0342,0.001016667,0.004233333,0.001683333,0.003383333,28.67,partly-cloudy-night,0.63,10,Partly Cloudy,21.7,1015.27,6.71,0.28,254,0,17.62,0
1451626209,1.0349,0.0034,1.0349,0.000416667,0.0218,0.666333333,0.050333333,0.005416667,0.007316667,0.013583333,0.000616667,0.0003,1.67E-05,0.034166667,0.001,0.004216667,0.0016,0.0034,28.67,partly-cloudy-night,0.63,10,Partly Cloudy,21.7,1015.27,6.71,0.28,254,0,17.62,0
1451626210,1.030166667,0.0034,1.030166667,0.000433333,0.021783333,0.662533333,0.0505,0.005416667,0.00725,0.013533333,0.000616667,0.0003,1.67E-05,0.034083333,0.001,0.0042,0.001566667,0.0034,28.67,partly-cloudy-night,0.63,10,Partly Cloudy,21.7,1015.27,6.71,0.28,254,0,17.62,0
1451626211,1.02875,0.003383333,1.02875,0.000433333,0.021766667,0.661416667,0.050383333,0.005416667,0.007266667,0.01355,0.000633333,0.000316667,0,0.034066667,0.001,0.004216667,0.0016,0.003383333,28.67,partly-cloudy-night,0.63,10,Partly Cloudy,21.7,1015.27,6.71,0.28,254,0,17.62,0
1451626212,0.9531,0.0034,0.9531,0.000433333,0.021633333,0.598866667,0.050683333,0.0054,0.007433333,0.0135,0.000633333,0.000266667,0,0.0341,0.001016667,0.004216667,0.001583333,0.0034,28.67,partly-cloudy-night,0.63,10,Partly Cloudy,21.7,1015.27,6.71,0.28,254,0,17.62,0
1451626213,0.9475,0.003383333,0.9475,0.000383333,0.057833333,0.565366667,0.050083333,0.005366667,0.007233333,0.0134,0.00065,0.000233333,1.67E-05,0.034083333,0.001,0.004216667,0.001583333,0.003383333,28.67,partly-cloudy-night,0.63,10,Partly Cloudy,21.7,1015.27,6.71,0.28,254,0,17.62,0
1451626214,0.403383333,0.003416667,0.403383333,0.00025,0.088233333,0.08295,0.05075,0.005066667,0.006883333,0.013016667,0.000733333,1.67E-05,3.33E-05,0.034166667,0.001016667,0.004216667,0.001583333,0.003416667,28.67,partly-cloudy-night,0.63,10,Partly Cloudy,21.7,1015.27,6.71,0.28,254,0,17.62,0
1451626215,0.4712,0.003416667,0.4712,0.000233333,0.1131,0.064116667,0.05075,0.057333333,0.006933333,0.012966667,0.000583333,0,0,0.03425,0.001,0.00425,0.00165,0.003416667,28.67,partly-cloudy-night,0.63,10,Partly Cloudy,21.7,1015.27,6.71,0.28,254,0,17.62,0
1451626216,0.552283333,0.0034,0.552283333,0.000266667,0.083683333,0.06375,0.050916667,0.145716667,0.006916667,0.013016667,0.000366667,5E-05,0,0.03425,0.001033333,0.004233333,0.0016,0.0034,28.67,partly-cloudy-night,0.63,10,Partly Cloudy,21.7,1015.27,6.71,0.28,254,0,17.62,0
1451626217,0.562,0.003366667,0.562,0.00025,0.103116667,0.062666667,0.05085,0.139383333,0.006966667,0.013,0.0004,3.33E-05,1.67E-05,0.034233333,0.001,0.004233333,0.00165,0.003366667,28.67,partly-cloudy-night,0.63,10,Partly Cloudy,21.7,1015.27,6.71,0.28,254,0,17.62,0
1451626218,0.8633,0.003416667,0.8633,8.33E-05,0.4142,0.062633333,0.05105,0.13835,0.006733333,0.01255,0.000466667,0.00015,0,0.034216667,0.001016667,0.004216667,0.0016,0.003416667,28.67,partly-cloudy-night,0.63,10,Partly Cloudy,21.7,1015.27,6.71,0.28,254,0,17.62,0
1451626219,0.89945,0.003383333,0.89945,5E-05,0.451916667,0.062783333,0.051266667,0.1376,0.006683333,0.012483333,0.00045,0.000183333,1.67E-05,0.0342,0.001016667,0.004216667,0.001633333,0.003383333,28.67,partly-cloudy-night,0.63,10,Partly Cloudy,21.7,1015.27,6.71,0.28,254,0,17.62,0
